"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","01.01.2019 18:30 - 01.01.2019 19:00 (CET/CEST)","1381","n/e","n/e","18301","2816","0","n/e","n/e","n/e","1161","","939","n/e","n/e","6423","71","n/e","1","n/e","2421","2340"
"United Kingdom (UK)","01.01.2019 19:00 - 01.01.2019 19:30 (CET/CEST)","1384","n/e","n/e","18318","2738","0","n/e","n/e","n/e","825","","871","n/e","n/e","6422","67","n/e","0","n/e","2456","2217"
"United Kingdom (UK)","01.01.2019 19:30 - 01.01.2019 20:00 (CET/CEST)","1475","n/e","n/e","18292","2669","0","n/e","n/e","n/e","319","","754","n/e","n/e","6425","67","n/e","0","n/e","2591","2085"
"United Kingdom (UK)","01.01.2019 20:00 - 01.01.2019 20:30 (CET/CEST)","1447","n/e","n/e","18150","2423","0","n/e","n/e","n/e","427","","612","n/e","n/e","6426","67","n/e","0","n/e","2543","2100"
"United Kingdom (UK)","01.01.2019 20:30 - 01.01.2019 21:00 (CET/CEST)","1452","n/e","n/e","17763","1597","0","n/e","n/e","n/e","792","","570","n/e","n/e","6427","75","n/e","0","n/e","2477","2151"
"United Kingdom (UK)","01.01.2019 21:00 - 01.01.2019 21:30 (CET/CEST)","1451","n/e","n/e","17584","1434","0","n/e","n/e","n/e","464","","497","n/e","n/e","6413","65","n/e","0","n/e","2536","2115"
"United Kingdom (UK)","01.01.2019 21:30 - 01.01.2019 22:00 (CET/CEST)","1435","n/e","n/e","17100","1125","0","n/e","n/e","n/e","154","","473","n/e","n/e","6419","63","n/e","0","n/e","2704","2017"
"United Kingdom (UK)","01.01.2019 22:00 - 01.01.2019 22:30 (CET/CEST)","1097","n/e","n/e","16723","997","0","n/e","n/e","n/e","367","","461","n/e","n/e","6418","66","n/e","0","n/e","2666","1916"
"United Kingdom (UK)","01.01.2019 22:30 - 01.01.2019 23:00 (CET/CEST)","1012","n/e","n/e","15511","749","4","n/e","n/e","n/e","300","","467","n/e","n/e","6423","64","n/e","0","n/e","2616","1871"
"United Kingdom (UK)","01.01.2019 23:00 - 01.01.2019 23:30 (CET/CEST)","1017","n/e","n/e","15339","758","13","n/e","n/e","n/e","279","","440","n/e","n/e","6414","64","n/e","0","n/e","2595","1805"
"United Kingdom (UK)","01.01.2019 23:30 - 02.01.2019 00:00 (CET/CEST)","923","n/e","n/e","14675","765","13","n/e","n/e","n/e","265","","430","n/e","n/e","6410","65","n/e","0","n/e","2560","1794"
"United Kingdom (UK)","02.01.2019 00:00 - 02.01.2019 00:30 (CET/CEST)","902","n/e","n/e","13173","737","15","n/e","n/e","n/e","0","","396","n/e","n/e","6415","66","n/e","0","n/e","2524","1683"
"United Kingdom (UK)","02.01.2019 00:30 - 02.01.2019 01:00 (CET/CEST)","904","n/e","n/e","12386","433","6","n/e","n/e","n/e","0","","383","n/e","n/e","6338","67","n/e","0","n/e","124","901"
"United Kingdom (UK)","02.01.2019 01:00 - 02.01.2019 01:30 (CET/CEST)","904","n/e","n/e","11857","417","0","n/e","n/e","n/e","0","","381","n/e","n/e","6332","67","n/e","0","n/e","2385","1556"
"United Kingdom (UK)","02.01.2019 01:30 - 02.01.2019 02:00 (CET/CEST)","921","n/e","n/e","12390","418","0","n/e","n/e","n/e","0","","380","n/e","n/e","6314","67","n/e","0","n/e","2261","1536"
"United Kingdom (UK)","02.01.2019 02:00 - 02.01.2019 02:30 (CET/CEST)","899","n/e","n/e","12936","419","0","n/e","n/e","n/e","0","","378","n/e","n/e","6317","64","n/e","0","n/e","2287","1412"
"United Kingdom (UK)","02.01.2019 02:30 - 02.01.2019 03:00 (CET/CEST)","902","n/e","n/e","12781","419","0","n/e","n/e","n/e","0","","378","n/e","n/e","6317","63","n/e","0","n/e","2225","1400"
"United Kingdom (UK)","02.01.2019 03:00 - 02.01.2019 03:30 (CET/CEST)","915","n/e","n/e","12735","446","0","n/e","n/e","n/e","0","","378","n/e","n/e","6311","63","n/e","0","n/e","2078","1294"
"United Kingdom (UK)","02.01.2019 03:30 - 02.01.2019 04:00 (CET/CEST)","931","n/e","n/e","12996","443","0","n/e","n/e","n/e","0","","378","n/e","n/e","6317","63","n/e","0","n/e","2121","1260"
"United Kingdom (UK)","02.01.2019 04:00 - 02.01.2019 04:30 (CET/CEST)","952","n/e","n/e","12780","427","0","n/e","n/e","n/e","0","","374","n/e","n/e","6315","63","n/e","0","n/e","2051","1206"
"United Kingdom (UK)","02.01.2019 04:30 - 02.01.2019 05:00 (CET/CEST)","978","n/e","n/e","12806","418","0","n/e","n/e","n/e","0","","374","n/e","n/e","6319","67","n/e","0","n/e","2141","1206"
"United Kingdom (UK)","02.01.2019 05:00 - 02.01.2019 05:30 (CET/CEST)","1002","n/e","n/e","12127","417","0","n/e","n/e","n/e","0","","389","n/e","n/e","6318","65","n/e","0","n/e","2170","1160"
"United Kingdom (UK)","02.01.2019 05:30 - 02.01.2019 06:00 (CET/CEST)","1023","n/e","n/e","12454","421","0","n/e","n/e","n/e","0","","386","n/e","n/e","6324","67","n/e","0","n/e","2029","1170"
"United Kingdom (UK)","02.01.2019 06:00 - 02.01.2019 06:30 (CET/CEST)","1139","n/e","n/e","12329","540","0","n/e","n/e","n/e","0","","410","n/e","n/e","6326","67","n/e","0","n/e","2199","1172"
"United Kingdom (UK)","02.01.2019 06:30 - 02.01.2019 07:00 (CET/CEST)","1254","n/e","n/e","12645","765","0","n/e","n/e","n/e","0","","417","n/e","n/e","6325","67","n/e","0","n/e","2149","1172"
"United Kingdom (UK)","02.01.2019 07:00 - 02.01.2019 07:30 (CET/CEST)","1281","n/e","n/e","13621","1059","0","n/e","n/e","n/e","0","","417","n/e","n/e","6320","67","n/e","0","n/e","2095","1186"
"United Kingdom (UK)","02.01.2019 07:30 - 02.01.2019 08:00 (CET/CEST)","1315","n/e","n/e","15488","1429","0","n/e","n/e","n/e","1","","418","n/e","n/e","5829","67","n/e","0","n/e","2116","1184"
"United Kingdom (UK)","02.01.2019 08:00 - 02.01.2019 08:30 (CET/CEST)","1875","n/e","n/e","18401","1694","0","n/e","n/e","n/e","157","","442","n/e","n/e","5834","67","n/e","0","n/e","2147","1155"
"United Kingdom (UK)","02.01.2019 08:30 - 02.01.2019 09:00 (CET/CEST)","2493","n/e","n/e","21039","1658","0","n/e","n/e","n/e","393","","451","n/e","n/e","5828","67","n/e","0","n/e","1863","1116"
"United Kingdom (UK)","02.01.2019 09:00 - 02.01.2019 09:30 (CET/CEST)","2423","n/e","n/e","21619","1810","0","n/e","n/e","n/e","156","","521","n/e","n/e","5832","66","n/e","4","n/e","1858","1117"
"United Kingdom (UK)","02.01.2019 09:30 - 02.01.2019 10:00 (CET/CEST)","2628","n/e","n/e","22236","2013","0","n/e","n/e","n/e","193","","549","n/e","n/e","5833","65","n/e","135","n/e","1976","1131"
"United Kingdom (UK)","02.01.2019 10:00 - 02.01.2019 10:30 (CET/CEST)","2673","n/e","n/e","23249","2210","0","n/e","n/e","n/e","253","","554","n/e","n/e","5828","75","n/e","300","n/e","1804","1115"
"United Kingdom (UK)","02.01.2019 10:30 - 02.01.2019 11:00 (CET/CEST)","2811","n/e","n/e","23297","2884","0","n/e","n/e","n/e","154","","559","n/e","n/e","5775","65","n/e","752","n/e","1681","1089"
"United Kingdom (UK)","02.01.2019 11:00 - 02.01.2019 11:30 (CET/CEST)","2819","n/e","n/e","23496","3244","0","n/e","n/e","n/e","185","","544","n/e","n/e","5690","76","n/e","1350","n/e","1549","1084"
"United Kingdom (UK)","02.01.2019 11:30 - 02.01.2019 12:00 (CET/CEST)","2817","n/e","n/e","23491","3345","0","n/e","n/e","n/e","150","","543","n/e","n/e","5695","66","n/e","1680","n/e","1540","1078"
"United Kingdom (UK)","02.01.2019 12:00 - 02.01.2019 12:30 (CET/CEST)","2822","n/e","n/e","23615","3403","0","n/e","n/e","n/e","202","","502","n/e","n/e","5686","67","n/e","1820","n/e","1471","1078"
"United Kingdom (UK)","02.01.2019 12:30 - 02.01.2019 13:00 (CET/CEST)","2820","n/e","n/e","23643","3413","0","n/e","n/e","n/e","196","","497","n/e","n/e","5687","67","n/e","1820","n/e","1199","1063"
"United Kingdom (UK)","02.01.2019 13:00 - 02.01.2019 13:30 (CET/CEST)","2825","n/e","n/e","23634","3419","0","n/e","n/e","n/e","403","","628","n/e","n/e","5690","77","n/e","1630","n/e","1297","1015"
"United Kingdom (UK)","02.01.2019 13:30 - 02.01.2019 14:00 (CET/CEST)","2823","n/e","n/e","23670","3618","0","n/e","n/e","n/e","492","","807","n/e","n/e","5694","66","n/e","1460","n/e","1295","995"
"United Kingdom (UK)","02.01.2019 14:00 - 02.01.2019 14:30 (CET/CEST)","2822","n/e","n/e","23822","3846","0","n/e","n/e","n/e","269","","808","n/e","n/e","5743","65","n/e","1230","n/e","1178","864"
"United Kingdom (UK)","02.01.2019 14:30 - 02.01.2019 15:00 (CET/CEST)","2825","n/e","n/e","23933","3887","0","n/e","n/e","n/e","319","","810","n/e","n/e","5851","64","n/e","980","n/e","1068","832"
"United Kingdom (UK)","02.01.2019 15:00 - 02.01.2019 15:30 (CET/CEST)","2819","n/e","n/e","24120","3980","0","n/e","n/e","n/e","223","","737","n/e","n/e","5918","65","n/e","729","n/e","1024","805"
"United Kingdom (UK)","02.01.2019 15:30 - 02.01.2019 16:00 (CET/CEST)","2820","n/e","n/e","24314","4332","0","n/e","n/e","n/e","354","","641","n/e","n/e","5922","64","n/e","438","n/e","973","780"
"United Kingdom (UK)","02.01.2019 16:00 - 02.01.2019 16:30 (CET/CEST)","2822","n/e","n/e","24613","4815","0","n/e","n/e","n/e","775","","658","n/e","n/e","5913","64","n/e","183","n/e","1065","740"
"United Kingdom (UK)","02.01.2019 16:30 - 02.01.2019 17:00 (CET/CEST)","2702","n/e","n/e","24958","5139","0","n/e","n/e","n/e","1139","","562","n/e","n/e","5928","64","n/e","35","n/e","935","741"
"United Kingdom (UK)","02.01.2019 17:00 - 02.01.2019 17:30 (CET/CEST)","2702","n/e","n/e","25059","5484","0","n/e","n/e","n/e","1786","","637","n/e","n/e","5914","66","n/e","2","n/e","835","693"
"United Kingdom (UK)","02.01.2019 17:30 - 02.01.2019 18:00 (CET/CEST)","2718","n/e","n/e","25937","5825","0","n/e","n/e","n/e","1394","","824","n/e","n/e","5923","67","n/e","1","n/e","873","690"
"United Kingdom (UK)","02.01.2019 18:00 - 02.01.2019 18:30 (CET/CEST)","2695","n/e","n/e","26153","5862","0","n/e","n/e","n/e","1748","","846","n/e","n/e","5921","72","n/e","1","n/e","941","756"
"United Kingdom (UK)","02.01.2019 18:30 - 02.01.2019 19:00 (CET/CEST)","2755","n/e","n/e","26194","5702","0","n/e","n/e","n/e","1913","","836","n/e","n/e","5922","77","n/e","1","n/e","889","796"
"United Kingdom (UK)","02.01.2019 19:00 - 02.01.2019 19:30 (CET/CEST)","2723","n/e","n/e","25931","5627","0","n/e","n/e","n/e","1918","","908","n/e","n/e","5924","71","n/e","0","n/e","865","870"
"United Kingdom (UK)","02.01.2019 19:30 - 02.01.2019 20:00 (CET/CEST)","2729","n/e","n/e","25607","5768","0","n/e","n/e","n/e","1681","","911","n/e","n/e","5924","68","n/e","0","n/e","933","848"
"United Kingdom (UK)","02.01.2019 20:00 - 02.01.2019 20:30 (CET/CEST)","2682","n/e","n/e","25507","5771","0","n/e","n/e","n/e","1261","","876","n/e","n/e","5927","68","n/e","0","n/e","880","846"
"United Kingdom (UK)","02.01.2019 20:30 - 02.01.2019 21:00 (CET/CEST)","2609","n/e","n/e","24996","5853","0","n/e","n/e","n/e","851","","612","n/e","n/e","5927","67","n/e","0","n/e","965","889"
"United Kingdom (UK)","02.01.2019 21:00 - 02.01.2019 21:30 (CET/CEST)","2230","n/e","n/e","24843","5683","0","n/e","n/e","n/e","655","","609","n/e","n/e","5925","68","n/e","0","n/e","874","923"
"United Kingdom (UK)","02.01.2019 21:30 - 02.01.2019 22:00 (CET/CEST)","1857","n/e","n/e","24337","5377","0","n/e","n/e","n/e","197","","538","n/e","n/e","5915","63","n/e","0","n/e","873","834"
"United Kingdom (UK)","02.01.2019 22:00 - 02.01.2019 22:30 (CET/CEST)","1751","n/e","n/e","23579","4527","0","n/e","n/e","n/e","507","","502","n/e","n/e","5916","62","n/e","0","n/e","876","832"
"United Kingdom (UK)","02.01.2019 22:30 - 02.01.2019 23:00 (CET/CEST)","1607","n/e","n/e","22912","3239","0","n/e","n/e","n/e","239","","502","n/e","n/e","5919","63","n/e","0","n/e","1000","846"
"United Kingdom (UK)","02.01.2019 23:00 - 02.01.2019 23:30 (CET/CEST)","1469","n/e","n/e","22194","2390","0","n/e","n/e","n/e","401","","445","n/e","n/e","5910","64","n/e","0","n/e","938","888"
"United Kingdom (UK)","02.01.2019 23:30 - 03.01.2019 00:00 (CET/CEST)","1557","n/e","n/e","21243","1432","0","n/e","n/e","n/e","266","","445","n/e","n/e","5915","65","n/e","0","n/e","894","899"
"United Kingdom (UK)","03.01.2019 00:00 - 03.01.2019 00:30 (CET/CEST)","1421","n/e","n/e","19824","1217","0","n/e","n/e","n/e","1","","409","n/e","n/e","5921","65","n/e","0","n/e","797","930"
"United Kingdom (UK)","03.01.2019 00:30 - 03.01.2019 01:00 (CET/CEST)","1292","n/e","n/e","19327","641","0","n/e","n/e","n/e","0","","395","n/e","n/e","5922","67","n/e","0","n/e","856","926"
"United Kingdom (UK)","03.01.2019 01:00 - 03.01.2019 01:30 (CET/CEST)","1276","n/e","n/e","19038","624","0","n/e","n/e","n/e","0","","356","n/e","n/e","5776","67","n/e","0","n/e","882","947"
"United Kingdom (UK)","03.01.2019 01:30 - 03.01.2019 02:00 (CET/CEST)","1174","n/e","n/e","18893","630","0","n/e","n/e","n/e","0","","346","n/e","n/e","5698","66","n/e","0","n/e","936","958"
"United Kingdom (UK)","03.01.2019 02:00 - 03.01.2019 02:30 (CET/CEST)","1271","n/e","n/e","19230","407","0","n/e","n/e","n/e","0","","323","n/e","n/e","5690","66","n/e","0","n/e","871","884"
"United Kingdom (UK)","03.01.2019 02:30 - 03.01.2019 03:00 (CET/CEST)","1276","n/e","n/e","18707","394","0","n/e","n/e","n/e","0","","323","n/e","n/e","5691","65","n/e","0","n/e","909","872"
"United Kingdom (UK)","03.01.2019 03:00 - 03.01.2019 03:30 (CET/CEST)","1162","n/e","n/e","18828","395","0","n/e","n/e","n/e","0","","323","n/e","n/e","5693","65","n/e","0","n/e","879","813"
"United Kingdom (UK)","03.01.2019 03:30 - 03.01.2019 04:00 (CET/CEST)","1290","n/e","n/e","19087","395","0","n/e","n/e","n/e","0","","323","n/e","n/e","5667","63","n/e","0","n/e","862","846"
"United Kingdom (UK)","03.01.2019 04:00 - 03.01.2019 04:30 (CET/CEST)","1234","n/e","n/e","18936","395","0","n/e","n/e","n/e","0","","323","n/e","n/e","5679","63","n/e","0","n/e","898","874"
"United Kingdom (UK)","03.01.2019 04:30 - 03.01.2019 05:00 (CET/CEST)","1273","n/e","n/e","18589","394","0","n/e","n/e","n/e","0","","322","n/e","n/e","5699","64","n/e","0","n/e","811","905"
"United Kingdom (UK)","03.01.2019 05:00 - 03.01.2019 05:30 (CET/CEST)","1273","n/e","n/e","18274","396","0","n/e","n/e","n/e","0","","320","n/e","n/e","5853","63","n/e","0","n/e","778","873"
"United Kingdom (UK)","03.01.2019 05:30 - 03.01.2019 06:00 (CET/CEST)","1278","n/e","n/e","18064","405","0","n/e","n/e","n/e","0","","320","n/e","n/e","5903","64","n/e","0","n/e","51","490"
"United Kingdom (UK)","03.01.2019 06:00 - 03.01.2019 06:30 (CET/CEST)","1292","n/e","n/e","18192","584","0","n/e","n/e","n/e","0","","316","n/e","n/e","5906","65","n/e","0","n/e","881","873"
"United Kingdom (UK)","03.01.2019 06:30 - 03.01.2019 07:00 (CET/CEST)","1310","n/e","n/e","17952","1180","0","n/e","n/e","n/e","0","","316","n/e","n/e","5903","67","n/e","0","n/e","885","903"
"United Kingdom (UK)","03.01.2019 07:00 - 03.01.2019 07:30 (CET/CEST)","1260","n/e","n/e","18661","1586","0","n/e","n/e","n/e","26","","313","n/e","n/e","5912","67","n/e","0","n/e","847","925"
"United Kingdom (UK)","03.01.2019 07:30 - 03.01.2019 08:00 (CET/CEST)","1606","n/e","n/e","20456","2055","0","n/e","n/e","n/e","0","","314","n/e","n/e","5911","67","n/e","0","n/e","903","951"
"United Kingdom (UK)","03.01.2019 08:00 - 03.01.2019 08:30 (CET/CEST)","2107","n/e","n/e","22107","2586","0","n/e","n/e","n/e","149","","350","n/e","n/e","5914","66","n/e","0","n/e","861","945"
"United Kingdom (UK)","03.01.2019 08:30 - 03.01.2019 09:00 (CET/CEST)","2054","n/e","n/e","23547","3543","0","n/e","n/e","n/e","249","","365","n/e","n/e","5911","69","n/e","0","n/e","853","909"
"United Kingdom (UK)","03.01.2019 09:00 - 03.01.2019 09:30 (CET/CEST)","2056","n/e","n/e","24396","3996","0","n/e","n/e","n/e","360","","565","n/e","n/e","5918","67","n/e","1","n/e","837","862"
"United Kingdom (UK)","03.01.2019 09:30 - 03.01.2019 10:00 (CET/CEST)","2173","n/e","n/e","24885","5205","0","n/e","n/e","n/e","172","","571","n/e","n/e","5911","66","n/e","39","n/e","783","845"
"United Kingdom (UK)","03.01.2019 10:00 - 03.01.2019 10:30 (CET/CEST)","2533","n/e","n/e","25341","5821","0","n/e","n/e","n/e","270","","584","n/e","n/e","5914","66","n/e","107","n/e","719","877"
"United Kingdom (UK)","03.01.2019 10:30 - 03.01.2019 11:00 (CET/CEST)","2631","n/e","n/e","25352","6341","0","n/e","n/e","n/e","227","","492","n/e","n/e","5920","77","n/e","356","n/e","694","909"
